parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
size for the nbinomial observations (1/overdispersion),1.909472617072166,2.2630940681288836,0.2863963698762142,1.243371551628612,7.73459530257021,0.6376578713037211
Range for spatial,617.9886194985206,411.3005795695248,162.59776629297923,513.213007627192,1699.7822579692606,358.72648402942997
Stdev for spatial,0.8194814668841626,0.2614366245327591,0.40626145213729925,0.7858783695401105,1.423996197158749,0.725070188104035
