month,rows,cameras,observed_events,fitted_events,residual,pearson,lag1_acf
2024-03,27,27,0,1.5346055747189293,-1.5346055747189293,-1.2086981801852166,0.05038218692658804
2024-04,53,35,3,4.195010148100387,-1.195010148100387,-0.5637171158352859,NA
2024-05,58,27,7,8.628590435941158,-1.6285904359411578,-0.5095779334313655,NA
2024-06,61,49,14,11.146394357340592,2.8536056426594083,0.7800572863069745,NA
2024-07,52,26,10,11.389072726657114,-1.3890727266571137,-0.37864772896326054,NA
2024-08,52,52,9,11.531731672083575,-2.531731672083575,-0.6837189748253543,NA
2024-09,53,52,3,4.169213136086543,-1.169213136086543,-0.5497772892885611,NA
