parameter,mean,sd,0.025quant,0.5quant,0.975quant,mode
size for the nbinomial observations (1/overdispersion),1.5111149269182789,1.5693505904633602,0.2673241127669047,1.0511981703341342,5.632296007493075,0.5845888564967093
Range for spatial,614.9979212307909,405.2292583323154,162.65239035430332,512.5002631003841,1679.044116704348,359.76933869240196
Stdev for spatial,0.8223981670205014,0.2608629984184855,0.40745242911571655,0.7896787467702276,1.4228654119750261,0.7307426842138569
